PlotName,NAME,PLOT,BLOCK,RANGE,ROW,PEDIGREE,MAT_DAY,DH,HT,LODG,YLD,ID,Blue,Green,Red,RedEdge,NIR,NGRDI,BGI,GLI,NDVI,NDRE,CIG,CIRE,Canopy,TRAIT,AUC
1220,NDHWS17-0187-H64,1220,2,20,22,NDSW1379/4/NDSW1370/3/NDSW0913//NDSW0913/CA909-946W,210,174,34,2,129.76,1,0.04018307,0.0426834,0.03028989,0.06707175,0.258454,0.2109422,0.8115346,0.1730896,0.7182047,0.5215572,6.649084,3.374228,0.6191006,NGRDI,13.72388486
1219,NDHWS17-0365-H50,1219,2,20,23,NDSW1379/B105'S'//NDSW14098,212,174,30,2,127.71,2,0.03973113,0.04255878,0.02956679,0.06864422,0.2633473,0.2276664,0.8091558,0.182643,0.7218575,0.5160767,6.754698,3.25546,0.6208111,NGRDI,14.15903041
1218,NDHWS17-0066-C35,1218,2,20,24,NDSW1379/NDSW1370,211,177,32,1,122.18,3,0.04239169,0.0488209,0.03302929,0.07841234,0.3005232,0.2311999,0.7699374,0.199949,0.7252329,0.5145423,6.203408,3.102303,0.641957,NGRDI,14.28735182
1217,NDHWS17-0187-H63,1217,2,20,25,NDSW1379/4/NDSW1370/3/NDSW0913//NDSW0913/CA909-946W,212,177,29,1,122.35,4,0.04102401,0.04527701,0.03132793,0.07258578,0.2840364,0.2356915,0.7686266,0.2048142,0.7268835,0.5229463,6.909095,3.369868,0.626637,NGRDI,13.72704889
1216,NDHWS17-0187-C40,1216,2,20,26,NDSW1379/4/NDSW1370/3/NDSW0913//NDSW0913/CA909-946W,211,176,30,1,120.72,5,0.04117987,0.04576127,0.03152938,0.07323291,0.279616,0.227814,0.7788253,0.1953242,0.7225489,0.5174651,6.44508,3.203334,0.6290675,NGRDI,13.84000239
1215,NDHWS17-0066-C39,1215,2,20,27,NDSW1379/NDSW1370,210,179,29,2,116.78,6,0.04325331,0.04981596,0.03475311,0.07833976,0.3018066,0.2051302,0.7836503,0.179516,0.7186787,0.5154575,5.956634,3.105701,0.6415864,NGRDI,13.56004167
1214,NDHWS17-0066-C31,1214,2,20,28,NDSW1379/NDSW1370,207,176,27,2,103.35,7,0.04348752,0.04515998,0.03251628,0.06982642,0.2344064,0.2000928,0.8517546,0.1531014,0.6957662,0.4878138,5.383764,2.757034,0.5962441,NGRDI,12.53175654
1213,NDHWS17-0362-A11,1213,2,20,29,NDSW1379/B104'S'//NDSW14098,207,176,26,1,93.2,8,0.0434768,0.04605053,0.0326135,0.07198913,0.2446166,0.2092582,0.8459184,0.1586312,0.6970532,0.4858832,5.334541,2.679358,0.613788,NGRDI,12.87200848
1212,NDHWS17-0083-C32,1212,2,20,30,NDSW14098/NDSW0601,205,175,26,1,95.01,9,0.04496016,0.04623413,0.03360561,0.07172465,0.2385189,0.1968783,0.8577528,0.1501008,0.6894865,0.4818249,5.410796,2.728578,0.5886353,NGRDI,12.4811814
1211,GLENN,1211,2,20,31,ND2831//PARSHALL/ND706,204,172,27,1,88.06,10,0.04628318,0.04787214,0.03398291,0.07528171,0.2367285,0.2079347,0.8598867,0.1529024,0.6948478,0.473847,4.965124,2.463822,0.6106993,NGRDI,13.65434452
1210,NDHWS17-0256-C50,1210,2,20,32,NDSW14098/NDSW0612,207,176,28,2,83.18,11,0.04456313,0.0451425,0.03261495,0.06982835,0.2177499,0.2001823,0.8792955,0.1433145,0.6827074,0.4660952,4.880701,2.437913,0.5699283,NGRDI,12.04263464
1199,NDHWS17-0279-H61,1199,2,19,22,B104'S'/NDSW0612//NDSW1379,211,178,29,2,123.56,12,0.03813491,0.04197711,0.02986708,0.06659325,0.2621016,0.2037661,0.7966328,0.1744227,0.7188357,0.5216831,6.546974,3.294047,0.6363973,NGRDI,12.91223765
1200,NDHWS17-0013-A20,1200,2,19,23,NDSW1379/NDSW0601,207,176,29,2,114,13,0.04003307,0.04376987,0.03076447,0.0692136,0.2603953,0.2073185,0.8121584,0.170637,0.7098533,0.5065449,6.076476,3.069758,0.6267606,NGRDI,13.10467475
1201,NDHWS17-0187-C27,1201,2,19,24,NDSW1379/4/NDSW1370/3/NDSW0913//NDSW0913/CA909-946W,206,175,31,2,108.55,14,0.04012184,0.04296493,0.03017874,0.06826038,0.2481432,0.2174129,0.8192006,0.1740957,0.7102756,0.503041,6.060005,2.988522,0.6225599,NGRDI,13.13468761
1202,NDHWS17-0066-A18,1202,2,19,25,NDSW1379/NDSW1370,207,176,28,2,99.67,15,0.04129676,0.04583877,0.03260982,0.07218372,0.2635323,0.1943783,0.8166433,0.1627173,0.7056429,0.5025584,5.609128,2.882876,0.6331851,NGRDI,12.27067596
1203,NDHWS17-0187-C24,1203,2,19,26,NDSW1379/4/NDSW1370/3/NDSW0913//NDSW0913/CA909-946W,209,178,29,1,98.3,16,0.03904818,0.04412408,0.03028958,0.07131076,0.2760107,0.2236131,0.7859599,0.1899642,0.7208949,0.5144788,6.324624,3.103404,0.6356241,NGRDI,13.41265884
1204,NDHWS17-0001-A24,1204,2,19,27,CHECK_02/NDSW1370,205,172,27,1,105.2,17,0.04116864,0.0448536,0.03097365,0.07142299,0.2422717,0.213315,0.8369749,0.1642413,0.7041547,0.4843607,5.149613,2.572731,0.6199654,NGRDI,13.77720601
1205,NDHWS17-0001-A22,1205,2,19,28,CHECK_02/NDSW1370,206,172,29,1,105.42,18,0.04023042,0.04317731,0.03035451,0.06823037,0.2311353,0.2016362,0.8522113,0.1523953,0.6979796,0.4823281,5.104673,2.567046,0.6094638,NGRDI,13.48956592
1206,NDHWS17-0128-C36,1206,2,19,29,NDSW10067'S'//NDSW1304'A'/NDSW0932,204,171,28,1,74.31,19,0.04361719,0.04353162,0.03129399,0.06851979,0.2135148,0.2014753,0.9038907,0.1330045,0.688276,0.4673363,4.98745,2.424948,0.5873487,NGRDI,13.12902826
1207,NDHWS17-0040-A30,1207,2,19,30,NDSW1370/NDSW0932,206,174,28,1,91.87,20,0.04136761,0.04301922,0.03031072,0.0688199,0.2300149,0.2172444,0.8492838,0.1635382,0.6973892,0.4785025,5.531198,2.62996,0.6002914,NGRDI,13.58130279
1208,NDHWS17-0066-A18,1208,2,19,31,NDSW1379/NDSW1370,208,176,28,2,99.07,21,0.04161558,0.04565488,0.0324249,0.07183899,0.2582789,0.1940566,0.8243233,0.1603902,0.6988826,0.4928561,5.484753,2.811473,0.6177415,NGRDI,12.514209
1209,NDHWS17-0362-A11,1209,2,19,32,NDSW1379/B104'S'//NDSW14098,NA,178,25,1,89.44,22,0.03887836,0.04228962,0.02929174,0.0677975,0.2429306,0.2139365,0.8195543,0.1722037,0.7050115,0.492964,5.670582,2.807151,0.6208302,NGRDI,13.02573035
1198,NDHWS17-0260-A12,1198,2,18,22,NDSW1379/NDSW0914,207,174,30,2,109.45,23,0.0398309,0.04186335,0.03014869,0.06609928,0.2385605,0.1988525,0.8349924,0.1576196,0.7131439,0.5094253,6.050702,3.03869,0.6181122,NGRDI,12.7116241
1197,NDHWS17-0066-C28,1197,2,18,23,NDSW1379/NDSW1370,209,177,30,2,102.9,24,0.04138622,0.0467224,0.03290908,0.07382645,0.2770367,0.2018102,0.797008,0.1735444,0.7155488,0.5101375,5.8721,3.002455,0.6376882,NGRDI,12.88678847
1196,NDHWS17-0256-C48,1196,2,18,24,NDSW14098/NDSW0612,210,174,29,1,100.77,25,0.04133812,0.04334141,0.0313379,0.06827248,0.2465841,0.2027808,0.8263522,0.163605,0.7121444,0.5099518,6.206656,3.082522,0.6194712,NGRDI,12.74732994
1195,NDHWS17-0187-C35,1195,2,18,25,NDSW1379/4/NDSW1370/3/NDSW0913//NDSW0913/CA909-946W,210,176,29,1,103.12,26,0.04118914,0.0434512,0.03085255,0.06901218,0.243987,0.2223107,0.8116885,0.1812499,0.7127758,0.5034579,6.217085,2.992547,0.6071164,NGRDI,12.44322665
1194,NDHWS17-0187-H56,1194,2,18,26,NDSW1379/4/NDSW1370/3/NDSW0913//NDSW0913/CA909-946W,211,180,31,1,101.28,27,0.04030495,0.04515012,0.03110874,0.07299787,0.2788332,0.2275463,0.7805857,0.1947013,0.723265,0.5145655,6.421488,3.105319,0.6290675,NGRDI,13.38200708
1193,NDHWS17-0187-C22,1193,2,18,27,NDSW1379/4/NDSW1370/3/NDSW0913//NDSW0913/CA909-946W,210,178,31,2,103.81,28,0.03986754,0.04489047,0.03090966,0.07210181,0.2729431,0.2254117,0.7833835,0.1915957,0.7242282,0.513579,6.246443,3.065504,0.6344206,NGRDI,13.1868396
1192,NDHWS17-0256-C37,1192,2,18,28,NDSW14098/NDSW0612,210,177,31,1,109.78,29,0.03762722,0.04172619,0.02910134,0.06699945,0.2586621,0.2161373,0.7945651,0.1809681,0.7252238,0.5213238,6.433185,3.174145,0.6483815,NGRDI,13.13850903
1191,NDHWS17-0279-C54,1191,2,18,29,B104'S'/NDSW0612//NDSW1379,209,178,29,2,115.87,30,0.04190489,0.04628738,0.03250635,0.07267176,0.2635552,0.2100848,0.8025721,0.1745776,0.7172797,0.5097913,5.802466,2.975979,0.6407215,NGRDI,13.3098832
1190,NDHWS17-0040-A21,1190,2,18,30,NDSW1370/NDSW0932,212,177,30,1,108.95,31,0.04009607,0.04499566,0.0312179,0.07281017,0.2753838,0.2251823,0.7787439,0.194347,0.7224749,0.5117106,6.362343,3.060285,0.6328315,NGRDI,13.69256298
1189,NDSW0932,1189,2,18,31,NDSW0345/ND2831,207,174,28,2,102.67,32,0.04127122,0.04345905,0.03042725,0.06969675,0.2324364,0.2267114,0.8238964,0.1762795,0.7121176,0.4917809,5.659792,2.700547,0.6148999,NGRDI,13.78903734
1188,NDHWS17-0001-A22,1188,2,18,32,CHECK_02/NDSW1370,208,174,29,1,123.92,33,0.03775927,0.04102533,0.02895316,0.06496907,0.2404696,0.2063439,0.8105226,0.1713506,0.7143764,0.508618,5.943332,2.99797,0.6255251,NGRDI,13.79719631
1177,BARLOW,1177,2,17,22,ND2831//PARSHALL/ND706/3/ND721,208,172,28,2,89.73,34,0.0416711,0.04434422,0.03123596,0.07004134,0.2317598,0.2098597,0.8513913,0.1551488,0.714554,0.494682,5.148718,2.571144,0.6191006,NGRDI,13.46488851
1178,NDHWS17-0066-H57,1178,2,17,23,NDSW1379/NDSW1370,204,174,23,1,93.43,35,0.04442338,0.04555898,0.03373579,0.0689728,0.2168924,0.1774346,0.8896736,0.1256832,0.6917245,0.4830716,4.629626,2.481975,0.5968917,NGRDI,11.56442287
1179,NDHWS17-0255-C55,1179,2,17,24,NDSW10117'S'/NDSW0612,210,177,25,1,93.24,36,0.04215126,0.04488676,0.0322757,0.06993818,0.2422916,0.2001918,0.8405904,0.1552579,0.7110044,0.5040094,5.490367,2.809648,0.6186064,NGRDI,12.22271109
1180,NDHWS17-0279-C54,1180,2,17,25,B104'S'/NDSW0612//NDSW1379,209,177,27,1,87.04,37,0.04572002,0.04888387,0.03538229,0.07415626,0.2368449,0.1909801,0.8513434,0.1474678,0.6922641,0.4810949,4.638428,2.47175,0.598468,NGRDI,11.84518554
1181,NDHWS17-0279-C49,1181,2,17,26,B104'S'/NDSW0612//NDSW1379,211,176,28,1,93.34,38,0.04199884,0.04512189,0.03236609,0.06949502,0.2349421,0.20152,0.8369357,0.1570611,0.7066962,0.4975211,5.215787,2.697845,0.6171685,NGRDI,11.92966698
1182,NDHWS17-0057-H45,1182,2,17,27,NDSW1370/NDSW0914,209,174,30,2,99.52,39,0.04037397,0.04318369,0.03167826,0.06597369,0.2355444,0.1833468,0.8441626,0.1441569,0.7122047,0.5150214,5.490695,2.93235,0.6277489,NGRDI,11.87519322
1183,NDHWS17-0040-A21,1183,2,17,28,NDSW1370/NDSW0932,210,177,29,2,96.75,40,0.03971416,0.04429125,0.03094968,0.07051268,0.2580281,0.2185502,0.8008985,0.1792979,0.7258552,0.5149375,5.878625,2.913723,0.6346677,NGRDI,12.99821827
1184,NDHWS17-0187-H46,1184,2,17,29,NDSW1379/4/NDSW1370/3/NDSW0913//NDSW0913/CA909-946W,208,174,29,1,91.74,41,0.04265423,0.04532362,0.03263315,0.06997296,0.2353143,0.2012467,0.8433595,0.1539525,0.7088872,0.4990573,5.277704,2.722343,0.6160119,NGRDI,12.51373684
1185,NDHWS17-0279-A07,1185,2,17,30,B104'S'/NDSW0612//NDSW1379,211,179,30,1,109.45,42,0.04122984,0.04436876,0.0324547,0.06858634,0.2561395,0.1904793,0.8217562,0.1576429,0.7168288,0.5221883,6.046666,3.148775,0.6287033,NGRDI,12.32816194
1186,NDHWS17-0066-A09,1186,2,17,31,NDSW1379/NDSW1370,211,176,31,2,99.59,43,0.0402764,0.04500422,0.03163843,0.07057002,0.2606321,0.2150962,0.7937634,0.1809492,0.7243232,0.5207221,5.900436,3.023551,0.6309612,NGRDI,13.1266041
1187,NDHWS17-0066-H60,1187,2,17,32,NDSW1379/NDSW1370,212,180,33,1,112.61,44,0.03742386,0.04299864,0.0296846,0.06817557,0.2641954,0.2121723,0.7922397,0.1788424,0.7337655,0.5290215,5.962074,3.080481,0.6468989,NGRDI,13.17845214
1176,NDHWS17-0365-H50,1176,2,16,22,NDSW1379/B105'S'//NDSW14098,205,174,26,2,88.01,45,0.04037239,0.04171854,0.0301652,0.06507648,0.2207001,0.1962215,0.8675717,0.1429275,0.7077686,0.4990362,5.41663,2.744838,0.608599,NGRDI,12.30723237
1175,NDHWS17-0066-C42,1175,2,16,23,NDSW1379/NDSW1370,207,175,29,1,89.17,46,0.04163133,0.04443848,0.03209152,0.06864285,0.2377735,0.1928609,0.8471501,0.1487366,0.7052445,0.4998374,5.322442,2.765655,0.6255464,NGRDI,12.24073494
1174,NDHWS17-0187-C21,1174,2,16,24,NDSW1379/4/NDSW1370/3/NDSW0913//NDSW0913/CA909-946W,209,178,29,1,102.17,47,0.03863752,0.04174403,0.0298659,0.06581643,0.2451298,0.2117073,0.8095451,0.1720218,0.7255738,0.5239934,6.274357,3.129409,0.6382506,NGRDI,12.70931766
1173,ELGIN-ND,1173,2,16,25,WALWORTH/REEDER//ND721,207,172,31,2,89.49,48,0.0447296,0.04679305,0.0336214,0.07213035,0.2264271,0.1966868,0.8690965,0.1426916,0.6956432,0.4789376,4.677824,2.412867,0.6106993,NGRDI,12.54030583
1172,NDHWS17-0279-H68,1172,2,16,26,B104'S'/NDSW0612//NDSW1379,210,178,32,1,87.33,49,0.04128404,0.04527196,0.03267869,0.06933942,0.2339938,0.1879567,0.8327654,0.1518197,0.7008098,0.4953421,4.939517,2.622942,0.6295532,NGRDI,12.02733372
1171,NDHWS17-0066-A11,1171,2,16,27,NDSW1379/NDSW1370,207,174,27,2,93.34,50,0.04117198,0.0441421,0.03165054,0.06837125,0.2285928,0.1934035,0.8478746,0.1488548,0.7048786,0.4945619,5.018688,2.612657,0.6220657,NGRDI,11.94213002
1170,NDHWS17-0057-C26,1170,2,16,28,NDSW1370/NDSW0914,208,173,29,1,99.17,51,0.04015527,0.04216182,0.03095198,0.06475664,0.2247086,0.1820886,0.8612182,0.1378756,0.705273,0.5045663,5.317679,2.794937,0.6194712,NGRDI,12.03504643
1169,ELGIN-ND,1169,2,16,29,WALWORTH/REEDER//ND721,207,172,32,1,96.36,52,0.04051364,0.04376563,0.03084966,0.06845186,0.2343924,0.2062072,0.8398675,0.1562426,0.7192287,0.5065183,5.218257,2.686412,0.6449222,NGRDI,13.26509463
1168,NDHWS17-0187-H65,1168,2,16,30,NDSW1379/4/NDSW1370/3/NDSW0913//NDSW0913/CA909-946W,209,176,31,2,109.89,53,0.03869646,0.04218199,0.02996663,0.06629579,0.2462911,0.2098055,0.8124168,0.1704587,0.7238884,0.5210033,6.050602,3.063697,0.6368383,NGRDI,12.89507826
1167,NDHWS17-0256-C36,1167,2,16,31,NDSW14098/NDSW0612,209,176,30,2,111.78,54,0.03880929,0.04112487,0.02989948,0.06433179,0.2404583,0.1986398,0.8265518,0.1594007,0.7256885,0.5304437,6.321816,3.217813,0.6338028,NGRDI,12.61151138
1166,NDHWS17-0013-A17,1166,2,16,32,NDSW1379/NDSW0601,210,176,30,1,121.11,55,0.03593949,0.03832438,0.02767031,0.06038313,0.2312591,0.2012758,0.8220002,0.1630203,0.727634,0.5315076,6.428756,3.24425,0.6334322,NGRDI,12.73106338
1155,NDHWS17-0187-C34,1155,2,15,22,NDSW1379/4/NDSW1370/3/NDSW0913//NDSW0913/CA909-946W,211,178,29,1,94.1,56,0.04108694,0.04445772,0.03138447,0.07029676,0.250783,0.210094,0.8361016,0.162797,0.7089758,0.4975994,5.676122,2.819069,0.6106993,NGRDI,12.36556605
1156,NDHWS17-0066-A04,1156,2,15,23,NDSW1379/NDSW1370,211,179,27,1,94.56,57,0.04301213,0.04597085,0.03270444,0.07191605,0.2414622,0.2054395,0.8474282,0.1561674,0.6993511,0.4847438,5.212788,2.611261,0.6108548,NGRDI,12.08170859
1157,NDHWS17-0323-C10,1157,2,15,24,NDSW15128/NDSW1370//NDSW14098,211,179,28,2,100.59,58,0.04146578,0.04486623,0.03200592,0.07078528,0.2526993,0.208859,0.820702,0.1674739,0.7094619,0.5013861,5.818191,2.883199,0.6262664,NGRDI,12.5949723
1158,NDHWS17-0187-C40,1158,2,15,25,NDSW1379/4/NDSW1370/3/NDSW0913//NDSW0913/CA909-946W,211,178,28,1,103.35,59,0.04277452,0.04648279,0.03282458,0.07369809,0.264834,0.2105552,0.8219459,0.1680732,0.7148453,0.5057494,5.855526,2.91675,0.6260193,NGRDI,12.75596922
1159,NDHWS17-0083-C32,1159,2,15,26,NDSW14098/NDSW0601,208,176,29,2,94.78,60,0.04209099,0.04402561,0.03203565,0.06873677,0.2383373,0.194861,0.8567902,0.1469393,0.7043927,0.4993162,5.55756,2.796575,0.6168043,NGRDI,12.3118036
1160,NDSW0932,1160,2,15,27,NDSW0345/ND2831,207,174,30,2,99.9,61,0.0427172,0.04348586,0.03115419,0.06837162,0.2162433,0.2079222,0.8833213,0.1441491,0.6978866,0.4760009,5.03754,2.457536,0.5915493,NGRDI,12.78531456
1161,NDHWS17-0066-A11,1161,2,15,28,NDSW1379/NDSW1370,208,174,30,2,101.49,62,0.04212696,0.04476217,0.03210478,0.06963758,0.2389196,0.1957575,0.8533171,0.1491208,0.6984016,0.4892652,5.243507,2.684632,0.6148999,NGRDI,12.27724598
1162,NDHWS17-0066-H60,1162,2,15,29,NDSW1379/NDSW1370,NA,180,30,1,112.46,63,0.04287756,0.04773601,0.0337476,0.07469437,0.2708318,0.20213,0.8137868,0.1665855,0.7110754,0.5046202,5.562085,2.869,0.6317025,NGRDI,12.51250797
1163,NDHWS17-0255-C28,1163,2,15,30,NDSW10117'S'/NDSW0612,206,175,28,2,108.53,64,0.04292502,0.04444582,0.03242029,0.06848966,0.2315295,0.1936156,0.8562762,0.1467574,0.6997834,0.4956255,5.423674,2.804605,0.6143759,NGRDI,12.25752163
1164,NDHWS17-0066-C39,1164,2,15,31,NDSW1379/NDSW1370,212,181,30,2,105.89,65,0.04432995,0.0491626,0.03560812,0.07623084,0.2805594,0.1819055,0.8267687,0.1506827,0.7107267,0.5109879,5.498039,2.921791,0.6389918,NGRDI,12.6453179
1165,NDHWS17-0066-H64,1165,2,15,32,NDSW1379/NDSW1370,212,179,30,2,119.94,66,0.04024468,0.04505,0.03161895,0.07141918,0.2683997,0.2009381,0.820173,0.1635443,0.7183435,0.5115609,5.722071,2.925303,0.639486,NGRDI,13.01193306
1154,NDHWS17-0066-C28,1154,2,14,22,NDSW1379/NDSW1370,210,178,29,1,104.26,67,0.04302118,0.04994574,0.03483691,0.07788706,0.2864044,0.2086274,0.7717693,0.1873048,0.7069952,0.5019556,5.587828,2.928138,0.6393625,NGRDI,12.80483064
1153,NDHWS17-0323-C10,1153,2,14,23,NDSW15128/NDSW1370//NDSW14098,211,177,28,2,98.57,68,0.04283962,0.04694882,0.03306276,0.07405056,0.2744031,0.2231459,0.7870341,0.1900005,0.7071972,0.5028464,6.29932,3.101479,0.6244536,NGRDI,13.06519775
1152,NDHWS17-0066-H64,1152,2,14,24,NDSW1379/NDSW1370,210,181,30,1,114.7,69,0.04328198,0.05016267,0.03503588,0.07871876,0.3024915,0.2121311,0.764761,0.1909529,0.7120882,0.5111084,6.049547,3.108911,0.6456635,NGRDI,13.18665387
1151,NDHWS17-0066-C36,1151,2,14,25,NDSW1379/NDSW1370,209,177,28,2,111.69,70,0.04546111,0.05066673,0.03581443,0.07866914,0.2872143,0.2090796,0.7899157,0.180774,0.7071912,0.5050523,5.817359,3.033761,0.6303435,NGRDI,12.96125771
1150,NDHWS17-0256-H60,1150,2,14,26,NDSW14098/NDSW0612,210,180,30,1,99.97,71,0.04022804,0.04506335,0.03092385,0.07253171,0.2783683,0.2453377,0.7442228,0.2194365,0.7267002,0.5214301,6.803221,3.288812,0.6450947,NGRDI,13.99793959
1149,NDHWS17-0279-H68,1149,2,14,27,B104'S'/NDSW0612//NDSW1379,210,179,29,2,94.62,72,0.04341827,0.04790074,0.0340112,0.07412121,0.2696376,0.2076696,0.7851648,0.1827265,0.7044252,0.5053939,5.846853,3.066287,0.6245367,NGRDI,13.27236009
1148,NDHWS17-0187-H46,1148,2,14,28,NDSW1379/4/NDSW1370/3/NDSW0913//NDSW0913/CA909-946W,205,174,30,1,90.95,73,0.04343995,0.04619801,0.03266734,0.07204208,0.2552959,0.2164766,0.8138268,0.1757059,0.704685,0.4999276,5.873787,2.977541,0.6178651,NGRDI,13.45523233
1147,CHECK_02,1147,2,14,29,SUNEL/4/RUSS/3/RUSS//CHINASCAB#22/N92-0248,208,173,28,1,105.86,74,0.04573477,0.04847506,0.03427408,0.0752833,0.2493342,0.2168147,0.82177,0.1723615,0.7000088,0.4872165,5.371621,2.724424,0.6192241,NGRDI,13.69808501
1146,NDVITPRO,1146,2,14,30,ND2849/ND721//ND735,207,172,27,2,106.56,75,0.04656317,0.04793774,0.03424281,0.07525309,0.2540219,0.2099591,0.8435245,0.160638,0.6999719,0.4902839,5.666456,2.805245,0.6101263,NGRDI,13.86972039
1145,NDHWS17-0256-A20,1145,2,14,31,NDSW14098/NDSW0612,207,176,29,1,107.02,76,0.04496438,0.04650518,0.03309113,0.07286592,0.2517272,0.2239368,0.8157731,0.1789118,0.7129995,0.5050911,6.17466,3.083097,0.6247838,NGRDI,13.3738345
1144,NDHWS17-0187-C42,1144,2,14,32,NDSW1379/4/NDSW1370/3/NDSW0913//NDSW0913/CA909-946W,214,179,31,1,110.13,77,0.04127732,0.04455658,0.03129508,0.07100517,0.2600543,0.2175789,0.7842685,0.1908491,0.7084418,0.5049512,6.202228,3.09537,0.6150235,NGRDI,12.9854364
1133,NDHWS17-0256-A10,1133,2,13,22,NDSW14098/NDSW0612,210,175,29,2,88.77,78,0.04222884,0.04579529,0.03233884,0.07208837,0.2395941,0.2151788,0.8106547,0.1756755,0.7002696,0.4838725,5.309263,2.627853,0.6249073,NGRDI,12.57705271
1134,NDHWS17-0255-C39,1134,2,13,23,NDSW10117'S'/NDSW0612,208,176,29,2,91.95,79,0.04666336,0.04945005,0.03555995,0.07671936,0.2545433,0.2058143,0.831179,0.1641875,0.6885736,0.4785075,5.37064,2.687365,0.604541,NGRDI,11.96846659
1135,NDHWS17-0128-C26,1135,2,13,24,NDSW10067'S'//NDSW1304'A'/NDSW0932,207,174,28,2,94.85,80,0.04586342,0.04606679,0.03404007,0.07052115,0.2166001,0.1995541,0.8673139,0.1462367,0.6797419,0.4705473,5.052901,2.520377,0.5985915,NGRDI,12.05044785
1136,NDHWS17-0252-A16,1136,2,13,25,NDSW14098/CHECK_02,210,176,29,2,97.77,81,0.04608021,0.05078498,0.03566668,0.07946639,0.2698571,0.2189724,0.8021361,0.1824519,0.6963465,0.4833258,5.385348,2.693042,0.611317,NGRDI,12.97948744
1137,NDHWS17-0045-C37,1137,2,13,26,NDSW0932/NDSW10067'S',207,176,28,2,90.95,82,0.04303261,0.04592333,0.0323398,0.0723906,0.2381061,0.2241382,0.8108254,0.1806658,0.7003985,0.4859694,5.38985,2.648114,0.6239679,NGRDI,13.10322973
1138,NDHWS17-0057-C15,1138,2,13,27,NDSW1370/NDSW0914,211,179,35,1,101.08,83,0.04508712,0.04933074,0.03606671,0.07638663,0.2770555,0.1856043,0.8095974,0.1618923,0.6961978,0.5005494,5.731775,2.983821,0.6181122,NGRDI,12.1547577
1139,NDHWS17-0066-C37,1139,2,13,28,NDSW1379/NDSW1370,207,174,28,2,109.32,84,0.04394531,0.04725301,0.03431167,0.07298138,0.2491538,0.1939661,0.8183448,0.1622585,0.6927288,0.4909164,5.345311,2.753187,0.6156412,NGRDI,12.06801214
1140,NDHWS17-0045-C38,1140,2,13,29,NDSW0932/NDSW10067'S',211,175,33,3,109,85,0.04193582,0.045471,0.0318042,0.07240327,0.2654204,0.2416228,0.7750066,0.2043581,0.718864,0.5114544,6.549612,3.122396,0.6249073,NGRDI,13.83242887
1141,FALLER,1141,2,13,30,ND2857/3/KITT/AMIDON//GR/STOASIB,208,174,32,2,112.85,86,0.04474821,0.04691328,0.03364807,0.0737319,0.2532864,0.2116501,0.8263327,0.1674961,0.7055504,0.4978421,5.792663,2.852783,0.6199611,NGRDI,13.37038028
1142,NDHWS17-0260-A12,1142,2,13,31,NDSW1379/NDSW0914,210,174,30,2,108.06,87,0.04566351,0.04674036,0.0343631,0.07202714,0.2418991,0.1998123,0.8380927,0.1583411,0.6976438,0.495259,5.740289,2.913232,0.6077341,NGRDI,12.41604371
1143,FALLER,1143,2,13,32,ND2857/3/KITT/AMIDON//GR/STOASIB,211,174,34,2,111.32,88,0.04087465,0.04415335,0.0307159,0.07092082,0.2541656,0.2286145,0.7943695,0.1912291,0.7103625,0.5000093,6.121091,2.944428,0.6192241,NGRDI,13.87611856
1132,NDHWS17-0323-A06,1132,2,12,22,NDSW15128/NDSW1370//NDSW14098,215,177,29,1,96.82,89,0.04072353,0.04878527,0.03226556,0.08021386,0.2857342,0.244209,0.7504012,0.2144277,0.7207539,0.4935578,5.628961,2.671664,0.6606128,NGRDI,12.99165299
1131,NDHWS17-0323-C19,1131,2,12,23,NDSW15128/NDSW1370//NDSW14098,211,174,29,1,112.77,90,0.04209689,0.04628144,0.03228797,0.07420647,0.2628165,0.2226895,0.7917034,0.1866234,0.7132899,0.4991911,5.921862,2.864886,0.6381739,NGRDI,13.04885345
1130,NDHWS17-0323-A06,1130,2,12,24,NDSW15128/NDSW1370//NDSW14098,214,176,30,1,107.37,91,0.04341449,0.05093399,0.03417926,0.08278248,0.2963651,0.2417724,0.7556355,0.210715,0.7184937,0.4958613,5.767072,2.756854,0.6460341,NGRDI,12.97189367
1129,NDHWS17-0256-A16,1129,2,12,25,NDSW14098/NDSW0612,212,178,32,1,109.5,92,0.04331933,0.04718137,0.03325442,0.07481683,0.2626467,0.2249235,0.7897604,0.189028,0.7103817,0.5000766,6.028372,2.927114,0.6328144,NGRDI,12.46506666
1128,NDHWS17-0187-H56,1128,2,12,26,NDSW1379/4/NDSW1370/3/NDSW0913//NDSW0913/CA909-946W,212,180,33,2,100.56,93,0.04110802,0.04686258,0.03224397,0.07649999,0.2886994,0.236831,0.753121,0.2112812,0.7185632,0.5084728,6.483354,3.057765,0.6359883,NGRDI,13.01273861
1127,NDHWS17-0040-A30,1127,2,12,27,NDSW1370/NDSW0932,208,174,32,2,105.68,94,0.04071228,0.04408302,0.03079165,0.07123993,0.2489039,0.2377656,0.7786582,0.2008256,0.7176434,0.5013622,6.224976,2.914133,0.632938,NGRDI,13.28524893
